epoch,accuracy,loss,val_accuracy,val_loss
0,0.18962399661540985,3.3836441040039062,NA,NA
1,0.2337920069694519,2.3227791786193848,NA,NA
2,0.24955199658870697,2.228682279586792,NA,NA
3,0.2579759955406189,2.1809399127960205,NA,NA
4,0.2642959952354431,2.1477646827697754,NA,NA
5,0.2702319920063019,2.114154577255249,NA,NA
6,0.2744959890842438,2.0893876552581787,NA,NA
7,0.2792080044746399,2.0667831897735596,NA,NA
8,0.28434398770332336,2.0436346530914307,NA,NA
9,0.294624000787735,2.0092549324035645,NA,NA
10,0.2991600036621094,1.9840946197509766,NA,NA
11,0.3076159954071045,1.9558473825454712,NA,NA
12,0.31601598858833313,1.9306050539016724,NA,NA
13,0.3206639885902405,1.9106703996658325,NA,NA
14,0.3282639980316162,1.8850188255310059,NA,NA
15,0.3355120122432709,1.8627570867538452,NA,NA
16,0.3391680121421814,1.8447444438934326,NA,NA
17,0.34306401014328003,1.827510952949524,NA,NA
18,0.3513439893722534,1.8084056377410889,NA,NA
19,0.35447999835014343,1.7964297533035278,NA,NA
20,0.3567520081996918,1.7824088335037231,NA,NA
21,0.36185601353645325,1.7702243328094482,NA,NA
22,0.3664959967136383,1.759652018547058,NA,NA
23,0.3686319887638092,1.7478469610214233,NA,NA
24,0.37325599789619446,1.7374640703201294,NA,NA
25,0.37536001205444336,1.726935863494873,NA,NA
26,0.37988001108169556,1.717260479927063,NA,NA
27,0.38172000646591187,1.7103793621063232,NA,NA
28,0.38574400544166565,1.7030975818634033,NA,NA
29,0.38996800780296326,1.686097502708435,NA,NA
30,0.390175998210907,1.6829966306686401,NA,NA
31,0.3960080146789551,1.675966739654541,NA,NA
32,0.39642399549484253,1.669976830482483,NA,NA
33,0.40061599016189575,1.6601529121398926,NA,NA
34,0.40004000067710876,1.6578480005264282,NA,NA
35,0.4045200049877167,1.6522732973098755,NA,NA
36,0.4074000120162964,1.638820767402649,NA,NA
37,0.4082239866256714,1.639785647392273,NA,NA
38,0.4097119867801666,1.6360496282577515,NA,NA
39,0.41282400488853455,1.6267518997192383,NA,NA
40,0.4153839945793152,1.619659662246704,NA,NA
41,0.41464000940322876,1.6225144863128662,NA,NA
42,0.41606399416923523,1.6187188625335693,NA,NA
43,0.4201200008392334,1.6052082777023315,NA,NA
44,0.4217360019683838,1.5993915796279907,NA,NA
45,0.42162400484085083,1.5988281965255737,NA,NA
46,0.42389601469039917,1.596047043800354,NA,NA
47,0.4264479875564575,1.5883725881576538,NA,NA
48,0.42741599678993225,1.587883710861206,NA,NA
49,0.42924800515174866,1.5847809314727783,NA,NA
50,0.43191200494766235,1.572485089302063,NA,NA
51,0.4317519962787628,1.5747030973434448,NA,NA
52,0.43511998653411865,1.5671485662460327,NA,NA
