epoch,accuracy,loss,val_accuracy,val_loss
0,0.3134480118751526,1.999701976776123,NA,NA
1,0.3139039874076843,1.9885436296463013,NA,NA
2,0.31881600618362427,1.965348243713379,NA,NA
3,0.3209199905395508,1.9517086744308472,NA,NA
4,0.3272959887981415,1.9346439838409424,NA,NA
5,0.3309040069580078,1.9181076288223267,NA,NA
6,0.3277760148048401,1.9304749965667725,NA,NA
7,0.33208000659942627,1.911471962928772,NA,NA
8,0.33110401034355164,1.9110430479049683,NA,NA
9,0.3325839936733246,1.9137076139450073,NA,NA
10,0.33559998869895935,1.9032175540924072,NA,NA
11,0.3347119987010956,1.9053285121917725,NA,NA
12,0.3393920063972473,1.8869777917861938,NA,NA
13,0.33581599593162537,1.8936229944229126,NA,NA
14,0.3370960056781769,1.8916977643966675,NA,NA
15,0.35232800245285034,1.8317862749099731,NA,NA
16,0.3571760058403015,1.8233225345611572,NA,NA
17,0.35603201389312744,1.8204950094223022,NA,NA
18,0.3567599952220917,1.8155245780944824,NA,NA
19,0.35740000009536743,1.8138971328735352,NA,NA
20,0.3600879907608032,1.8056117296218872,NA,NA
21,0.36055999994277954,1.8028959035873413,NA,NA
22,0.36030399799346924,1.8037443161010742,NA,NA
23,0.3628079891204834,1.7962584495544434,NA,NA
24,0.36719998717308044,1.7858843803405762,NA,NA
25,0.3643600046634674,1.7907103300094604,NA,NA
26,0.3670159876346588,1.7854684591293335,NA,NA
27,0.36718401312828064,1.7829411029815674,NA,NA
28,0.37041598558425903,1.7760019302368164,NA,NA
29,0.3698959946632385,1.7739951610565186,NA,NA
30,0.37323200702667236,1.7672909498214722,NA,NA
31,0.3739280104637146,1.7655822038650513,NA,NA
32,0.3754799962043762,1.7617982625961304,NA,NA
33,0.3747279942035675,1.765824794769287,NA,NA
34,0.3769280016422272,1.7542974948883057,NA,NA
35,0.37411201000213623,1.7618669271469116,NA,NA
36,0.3742240071296692,1.7632968425750732,NA,NA
37,0.3856320083141327,1.7286838293075562,NA,NA
38,0.3866559863090515,1.722676396369934,NA,NA
39,0.38700801134109497,1.721090316772461,NA,NA
