epoch,accuracy,loss,val_accuracy,val_loss
0,0.2897599935531616,2.307323455810547,NA,NA
1,0.29206401109695435,2.26662540435791,NA,NA
2,0.2967680096626282,2.251985549926758,NA,NA
3,0.2977519929409027,2.2410759925842285,NA,NA
4,0.3017680048942566,2.230987548828125,NA,NA
5,0.30533599853515625,2.222062349319458,NA,NA
6,0.3064480125904083,2.21038818359375,NA,NA
7,0.31092798709869385,2.199669599533081,NA,NA
8,0.31174400448799133,2.192418336868286,NA,NA
9,0.3150239884853363,2.1808860301971436,NA,NA
10,0.31626400351524353,2.174299478530884,NA,NA
11,0.3163439929485321,2.181650400161743,NA,NA
12,0.3226720094680786,2.1556270122528076,NA,NA
13,0.32493600249290466,2.145024061203003,NA,NA
14,0.32653599977493286,2.136986017227173,NA,NA
15,0.32890400290489197,2.130350112915039,NA,NA
16,0.32916000485420227,2.129774808883667,NA,NA
17,0.33262398838996887,2.1137218475341797,NA,NA
