epoch,accuracy,loss,val_accuracy,val_loss
0,0.3316879868507385,1.924180507659912,NA,NA
1,0.33351200819015503,1.9137449264526367,NA,NA
2,0.3346239924430847,1.9068015813827515,NA,NA
3,0.330951988697052,1.9145944118499756,NA,NA
4,0.33685600757598877,1.8962026834487915,NA,NA
5,0.339383989572525,1.8968303203582764,NA,NA
6,0.33767199516296387,1.892469048500061,NA,NA
7,0.3388400077819824,1.8899413347244263,NA,NA
8,0.339711993932724,1.8859280347824097,NA,NA
9,0.3404960036277771,1.8820273876190186,NA,NA
10,0.34567201137542725,1.872916340827942,NA,NA
11,0.34587201476097107,1.8690881729125977,NA,NA
12,0.34622400999069214,1.8679636716842651,NA,NA
13,0.3441599905490875,1.866739273071289,NA,NA
14,0.3389520049095154,1.894334077835083,NA,NA
15,0.35075199604034424,1.848953127861023,NA,NA
16,0.348224014043808,1.8530678749084473,NA,NA
17,0.3510720133781433,1.8534101247787476,NA,NA
18,0.3635759949684143,1.7988405227661133,NA,NA
19,0.36477598547935486,1.7922909259796143,NA,NA
20,0.36664000153541565,1.790256381034851,NA,NA
21,0.3654960095882416,1.791923999786377,NA,NA
22,0.36589598655700684,1.7885797023773193,NA,NA
23,0.36692801117897034,1.783750295639038,NA,NA
24,0.3691760003566742,1.7746658325195312,NA,NA
25,0.3700160086154938,1.7732707262039185,NA,NA
26,0.36983200907707214,1.7726682424545288,NA,NA
27,0.3705439865589142,1.7738853693008423,NA,NA
28,0.36987200379371643,1.7748322486877441,NA,NA
