epoch,accuracy,loss,val_accuracy,val_loss
0,0.3087199926376343,2.0204386711120605,NA,NA
1,0.3158240020275116,1.9746243953704834,NA,NA
2,0.3214080035686493,1.9562472105026245,NA,NA
3,0.3227280080318451,1.9440263509750366,NA,NA
4,0.32676801085472107,1.9315030574798584,NA,NA
5,0.32820799946784973,1.922742247581482,NA,NA
6,0.3314160108566284,1.9108995199203491,NA,NA
7,0.3335359990596771,1.9067133665084839,NA,NA
8,0.33640798926353455,1.902806043624878,NA,NA
9,0.33688798546791077,1.8955457210540771,NA,NA
10,0.3353919982910156,1.8941024541854858,NA,NA
11,0.3384239971637726,1.8916901350021362,NA,NA
12,0.34032800793647766,1.8787063360214233,NA,NA
13,0.3429679870605469,1.870406985282898,NA,NA
14,0.3441280126571655,1.8727734088897705,NA,NA
15,0.34563198685646057,1.862176537513733,NA,NA
16,0.34831199049949646,1.8491950035095215,NA,NA
17,0.3467920124530792,1.8582496643066406,NA,NA
18,0.34698399901390076,1.8561649322509766,NA,NA
19,0.36270400881767273,1.8037477731704712,NA,NA
20,0.36456799507141113,1.790313482284546,NA,NA
