epoch,accuracy,loss,val_accuracy,val_loss
0,0.30962398648262024,2.0105488300323486,NA,NA
1,0.3211919963359833,1.9597028493881226,NA,NA
2,0.32714399695396423,1.931918740272522,NA,NA
3,0.33216801285743713,1.9151610136032104,NA,NA
4,0.3330639898777008,1.9003936052322388,NA,NA
5,0.338344007730484,1.88437819480896,NA,NA
6,0.3410399854183197,1.8824883699417114,NA,NA
7,0.3432160019874573,1.8659873008728027,NA,NA
8,0.34567201137542725,1.858260989189148,NA,NA
9,0.34939199686050415,1.845780372619629,NA,NA
10,0.3513599932193756,1.8398529291152954,NA,NA
11,0.35343998670578003,1.833402395248413,NA,NA
12,0.3547840118408203,1.827667474746704,NA,NA
13,0.3572640120983124,1.8235769271850586,NA,NA
14,0.35786399245262146,1.8136409521102905,NA,NA
15,0.36085599660873413,1.8102296590805054,NA,NA
16,0.3635840117931366,1.8027304410934448,NA,NA
17,0.3633520007133484,1.7999110221862793,NA,NA
18,0.36537599563598633,1.791439414024353,NA,NA
19,0.3676159977912903,1.7837822437286377,NA,NA
20,0.3702239990234375,1.780787706375122,NA,NA
21,0.37147998809814453,1.7759522199630737,NA,NA
22,0.37249600887298584,1.7731349468231201,NA,NA
23,0.3731119930744171,1.7673650979995728,NA,NA
24,0.37488800287246704,1.7589085102081299,NA,NA
25,0.3770639896392822,1.7540040016174316,NA,NA
26,0.3800559937953949,1.747046947479248,NA,NA
27,0.38012799620628357,1.7488144636154175,NA,NA
28,0.381168007850647,1.742484211921692,NA,NA
29,0.3827359974384308,1.7392147779464722,NA,NA
30,0.38518399000167847,1.7347453832626343,NA,NA
31,0.3893440067768097,1.7263848781585693,NA,NA
32,0.3887760043144226,1.7262629270553589,NA,NA
33,0.38947999477386475,1.7243634462356567,NA,NA
34,0.3938399851322174,1.7176482677459717,NA,NA
35,0.3933680057525635,1.7142466306686401,NA,NA
36,0.3916400074958801,1.7179964780807495,NA,NA
37,0.39454400539398193,1.7098201513290405,NA,NA
38,0.3978239893913269,1.703619122505188,NA,NA
39,0.397487998008728,1.6982587575912476,NA,NA
40,0.39878401160240173,1.6984540224075317,NA,NA
41,0.40007999539375305,1.6959835290908813,NA,NA
42,0.40004798769950867,1.691038727760315,NA,NA
43,0.4007999897003174,1.6947531700134277,NA,NA
44,0.4011920094490051,1.6899924278259277,NA,NA
45,0.4058080017566681,1.6803677082061768,NA,NA
46,0.40465599298477173,1.6825908422470093,NA,NA
47,0.40534400939941406,1.6806812286376953,NA,NA
48,0.4167279899120331,1.649242877960205,NA,NA
49,0.41868001222610474,1.6430906057357788,NA,NA
