epoch,accuracy,loss,val_accuracy,val_loss
0,0.28274399042129517,2.3171021938323975,NA,NA
1,0.2919999957084656,2.2768900394439697,NA,NA
2,0.29181599617004395,2.2609217166900635,NA,NA
3,0.2949039936065674,2.2525699138641357,NA,NA
4,0.29983198642730713,2.236063241958618,NA,NA
5,0.30326399207115173,2.22556471824646,NA,NA
6,0.30723199248313904,2.214421510696411,NA,NA
7,0.3091920018196106,2.205864906311035,NA,NA
8,0.3126640021800995,2.1946001052856445,NA,NA
9,0.3121680021286011,2.1933858394622803,NA,NA
10,0.3158800005912781,2.1759414672851562,NA,NA
11,0.3170720040798187,2.169306755065918,NA,NA
12,0.3218879997730255,2.1574277877807617,NA,NA
13,0.32580000162124634,2.146224021911621,NA,NA
14,0.3253999948501587,2.1396992206573486,NA,NA
15,0.32819199562072754,2.1276299953460693,NA,NA
16,0.33324000239372253,2.1229937076568604,NA,NA
17,0.3304159939289093,2.123218059539795,NA,NA
18,0.3336560130119324,2.10915470123291,NA,NA
19,0.33766400814056396,2.099547863006592,NA,NA
20,0.3391439914703369,2.0982189178466797,NA,NA
21,0.342415988445282,2.084714412689209,NA,NA
22,0.34281599521636963,2.078240394592285,NA,NA
23,0.34595999121665955,2.069270372390747,NA,NA
24,0.3482080101966858,2.0632998943328857,NA,NA
25,0.35178399085998535,2.0545568466186523,NA,NA
26,0.35199999809265137,2.049434185028076,NA,NA
27,0.3532719910144806,2.0462729930877686,NA,NA
28,0.35440000891685486,2.0400190353393555,NA,NA
29,0.3559519946575165,2.041722536087036,NA,NA
30,0.3604719936847687,2.023310661315918,NA,NA
31,0.3636240065097809,2.0170068740844727,NA,NA
32,0.3624800145626068,2.011314630508423,NA,NA
33,0.3640959858894348,2.0104074478149414,NA,NA
34,0.356904000043869,2.04247784614563,NA,NA
35,0.3662320077419281,2.0037810802459717,NA,NA
36,0.36956000328063965,1.9897586107254028,NA,NA
37,0.37143999338150024,1.984758734703064,NA,NA
38,0.374455988407135,1.9802169799804688,NA,NA
39,0.3763200044631958,1.974722981452942,NA,NA
